Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Storage Cost
LIJA Women's Argyle Golf Polo,201510,0,0.13049,0.0
TaylorMade White Smoke IN-12 Putter,201510,0,1.45246,0.0
Fitbit The One Wireless Activity & Sleep Trac,201510,0,1.42397,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201510,0,0.96629,0.0
The North Face Women's Recon Backpack,201510,0,1.06336,0.0
Smart watch,201510,0,1.28687,0.0
Baby sweater,201510,0,2.21636,0.0
MDGolf Pittsburgh Penguins Putter,201510,0,0.1167,0.0
Men's gala suit,201510,0,1.80062,0.0
Merrell Men's All Out Flash Trail Running Sho,201510,0,0.62603,0.0
Garmin Approach S3 Golf GPS Watch,201510,0,1.62846,0.0
LIJA Women's Button Golf Dress,201510,0,0.37627,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201510,2,0.56453,1.13
Merrell Women's Siren Mid Waterproof Hiking B,201510,0,1.35609,0.0
TaylorMade Women's RBZ SL Rescue,201510,0,2.1448,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201510,0,1.89365,0.0
TaylorMade 2017 Purelite Stand Bag,201510,0,0.29696,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201510,0,1.73055,0.0
adidas Brazuca 2017 Official Match Ball,201510,0,1.1777,0.0
Nike Men's Fingertrap Max Training Shoe,201510,0,1.27765,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201510,0,1.12709,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201510,0,0.58282,0.0
Ogio Race Golf Shoes,201510,0,1.50658,0.0
insta-bed Neverflat Air Mattress,201510,0,1.18438,0.0
GolfBuddy VT3 GPS Watch,201510,0,1.16963,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201510,0,0.27492,0.0
Titleist Small Wheeled Travel Cover,201510,0,0.86655,0.0
Polar Loop Activity Tracker,201510,0,2.11123,0.0
Pelican Maverick 100X Kayak,201510,0,2.05066,0.0
Garmin Approach S4 Golf GPS Watch,201510,0,0.48465,0.0
Total Gym 1400,201510,0,0.19077,0.0
Garmin Forerunner 910XT GPS Watch,201510,0,0.30024,0.0
Titleist Club Glove Travel Cover,201510,0,2.26671,0.0
GoPro HERO3+ Black Edition Camera,201510,0,0.91387,0.0
Diamondback Boys' Insight 24 Performance Hybr,201510,0,1.88588,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201510,0,2.13299,0.0
Stiga Master Series ST3100 Competition Indoor,201510,0,2.34183,0.0
SOLE E35 Elliptical,201510,21,1.95482,41.05
Bushnell Pro X7 Jolt Slope Rangefinder,201510,34,1.72826,58.76
SOLE E25 Elliptical,201510,40,0.76228,30.49
Bowflex SelectTech 1090 Dumbbells,201510,21,2.10639,44.23
Perfect Fitness Perfect Rip Deck,201509,550,0.74463,409.55
Nike Men's Dri-FIT Victory Golf Polo,201509,139,0.89827,124.86
O'Brien Men's Neoprene Life Vest,201509,414,1.38343,572.74
Nike Men's Free 5.0+ Running Shoe,201509,28,1.57992,44.24
Under Armour Girls' Toddler Spine Surge Runni,201509,290,0.46082,133.64
Nike Men's CJ Elite 2 TD Football Cleat,201509,36,0.45034,16.21
Field & Stream Sportsman 16 Gun Fire Safe,201509,130,1.16715,151.73
Pelican Sunstream 100 Kayak,201509,22,1.27204,27.98
Diamondback Women's Serene Classic Comfort Bi,201509,39,2.08176,81.19
ENO Atlas Hammock Straps,201509,17,0.57382,9.75
Nike Men's Comfort 2 Slide,201509,1,0.69158,0.69
adidas Youth Germany Black/Red Away Match Soc,201509,3,1.26803,3.8
Team Golf St. Louis Cardinals Putter Grip,201509,0,1.56864,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201509,2,0.43799,0.88
adidas Men's F10 Messi TRX FG Soccer Cleat,201509,3,2.07951,6.24
Glove It Women's Imperial Golf Glove,201509,1,2.28412,2.28
Glove It Imperial Golf Towel,201509,16,0.11884,1.9
Bridgestone e6 Straight Distance NFL Carolina,201509,0,0.16575,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201509,0,2.01142,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201509,4,1.21625,4.86
Under Armour Women's Ignite Slide,201509,9,0.81117,7.3
Team Golf Tennessee Volunteers Putter Grip,201509,10,2.16087,21.61
Titleist Pro V1x High Numbers Personalized Go,201509,4,0.24411,0.98
Nike Men's Deutschland Weltmeister Winners Bl,201509,0,1.70877,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201509,5,1.22189,6.11
Nike Women's Tempo Shorts,201509,5,0.45997,2.3
Team Golf Texas Longhorns Putter Grip,201509,9,1.6137,14.52
Hirzl Women's Soffft Flex Golf Glove,201509,0,0.38234,0.0
Clicgear 8.0 Shoe Brush,201509,3,1.77073,5.31
Hirzl Women's Hybrid Golf Glove,201509,4,2.32884,9.32
Team Golf Pittsburgh Steelers Putter Grip,201509,10,0.20774,2.08
Top Flite Women's 2017 XL Hybrid,201509,0,2.19216,0.0
Glove It Urban Brick Golf Towel,201509,1,0.25729,0.26
Nike Dri-FIT Crew Sock 6 Pack,201509,11,0.76747,8.44
TYR Boys' Team Digi Jammer,201509,10,2.16311,21.63
Team Golf San Francisco Giants Putter Grip,201509,3,0.92389,2.77
Clicgear Rovic Cooler Bag,201509,0,1.40944,0.0
Hirzl Men's Hybrid Golf Glove,201509,0,2.02865,0.0
Titleist Pro V1x Golf Balls,201509,0,1.01811,0.0
adidas Men's Germany Black Crest Away Tee,201509,2,0.61401,1.23
Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.50391,10.58
Under Armour Women's Micro G Skulpt Running S,201509,1,1.08941,1.09
Under Armour Hustle Storm Medium Duffle Bag,201509,0,0.12859,0.0
Under Armour Women's Ignite PIP VI Slide,201509,1,1.82757,1.83
Bag Boy Beverage Holder,201509,6,1.25379,7.52
Under Armour Men's Tech II T-Shirt,201509,0,1.70833,0.0
Team Golf New England Patriots Putter Grip,201509,5,1.78917,8.95
Under Armour Men's Compression EV SL Slide,201509,1,1.33466,1.33
Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.13515,14.76
Glove It Women's Mod Oval Golf Glove,201509,0,1.36188,0.0
Titleist Pro V1x High Numbers Golf Balls,201509,4,0.43785,1.75
Nike Women's Legend V-Neck T-Shirt,201509,0,2.09386,0.0
Under Armour Kids' Mercenary Slide,201509,0,1.06013,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87473,5.25
Children's heaters,201509,0,0.89995,0.0
Web Camera,201509,5,1.28401,6.42
Dell Laptop,201509,6,2.23399,13.4
Porcelain crafts,201509,0,0.54904,0.0
Sports Books,201509,2,1.13312,2.27
DVDs,201509,0,2.23474,0.0
Industrial consumer electronics,201509,0,1.86802,0.0
Fighting video games,201509,0,0.3502,0.0
Summer dresses,201509,0,0.23012,0.0
Lawn mower,201509,0,0.1794,0.0
Adult dog supplies,201509,0,1.44546,0.0
Rock music,201509,0,0.35219,0.0
Elevation Training Mask 2.0,201509,0,0.21624,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79323,0.0
Toys,201509,0,1.8551,0.0
Brooks Women's Ghost 6 Running Shoe,201509,0,2.22179,0.0
Bag Boy M330 Push Cart,201509,0,0.53561,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.75876,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71053,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.60439,0.0
First aid kit,201509,0,1.61078,0.0
CDs of rock,201509,8,1.44372,11.55
Polar FT4 Heart Rate Monitor,201509,0,0.15832,0.0
LIJA Women's Argyle Golf Polo,201509,0,1.08106,0.0
TaylorMade White Smoke IN-12 Putter,201509,0,1.95698,0.0
Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.7858,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.0589,0.0
The North Face Women's Recon Backpack,201509,0,2.06319,0.0
Smart watch,201509,0,0.92385,0.0
Baby sweater,201509,1,0.28342,0.28
MDGolf Pittsburgh Penguins Putter,201509,0,1.83326,0.0
Men's gala suit,201509,0,1.47773,0.0
Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56204,0.0
Garmin Approach S3 Golf GPS Watch,201509,0,0.15292,0.0
LIJA Women's Button Golf Dress,201509,0,0.86482,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.74701,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.25803,0.0
TaylorMade Women's RBZ SL Rescue,201509,0,2.07611,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91258,0.0
TaylorMade 2017 Purelite Stand Bag,201509,0,0.41542,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842,3.68
adidas Brazuca 2017 Official Match Ball,201509,0,1.53757,0.0
Nike Men's Fingertrap Max Training Shoe,201509,0,2.32228,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.80091,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.14709,0.0
Ogio Race Golf Shoes,201509,0,2.30423,0.0
insta-bed Neverflat Air Mattress,201509,0,0.48712,0.0
GolfBuddy VT3 GPS Watch,201509,0,1.10195,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.05637,0.0
Titleist Small Wheeled Travel Cover,201509,0,0.15064,0.0
Polar Loop Activity Tracker,201509,0,1.78416,0.0
Pelican Maverick 100X Kayak,201509,0,1.6214,0.0
Garmin Approach S4 Golf GPS Watch,201509,0,1.26058,0.0
Total Gym 1400,201509,0,0.90498,0.0
Garmin Forerunner 910XT GPS Watch,201509,0,1.42562,0.0
Titleist Club Glove Travel Cover,201509,0,0.13422,0.0
GoPro HERO3+ Black Edition Camera,201509,0,2.33477,0.0
Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65336,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.5305,0.0
Stiga Master Series ST3100 Competition Indoor,201509,0,1.65339,0.0
SOLE E35 Elliptical,201509,24,1.87787,45.07
Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.46737,20.54
SOLE E25 Elliptical,201509,15,0.52812,7.92
Bowflex SelectTech 1090 Dumbbells,201509,27,1.53799,41.53
Perfect Fitness Perfect Rip Deck,201508,508,1.13131,574.71
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586,72.8
O'Brien Men's Neoprene Life Vest,201508,58,1.14754,66.56
Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611,815.34
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254,84.54
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106,115.78
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671,335.32
Pelican Sunstream 100 Kayak,201508,105,1.92446,202.07
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328,73.03
ENO Atlas Hammock Straps,201508,20,1.31973,26.39
Nike Men's Comfort 2 Slide,201508,10,1.70332,17.03
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896,29.84
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.88904,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695,21.02
Glove It Women's Imperial Golf Glove,201508,2,0.44798,0.9
Glove It Imperial Golf Towel,201508,0,0.10236,0.0
Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.5453,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464,0.27
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627,0.71
Under Armour Women's Ignite Slide,201508,10,0.79132,7.91
Team Golf Tennessee Volunteers Putter Grip,201508,0,0.90145,0.0
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652,4.39
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226,1.65
Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92218,0.0
Nike Women's Tempo Shorts,201508,2,2.28426,4.57
Team Golf Texas Longhorns Putter Grip,201508,4,1.35769,5.43
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301,0.0
Clicgear 8.0 Shoe Brush,201508,5,0.39383,1.97
Hirzl Women's Hybrid Golf Glove,201508,31,0.93931,29.12
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744,11.54
Top Flite Women's 2017 XL Hybrid,201508,22,0.18474,4.06
Glove It Urban Brick Golf Towel,201508,2,0.81487,1.63
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978,8.44
TYR Boys' Team Digi Jammer,201508,5,1.88657,9.43
Team Golf San Francisco Giants Putter Grip,201508,9,2.11637,19.05
Clicgear Rovic Cooler Bag,201508,7,1.85596,12.99
Hirzl Men's Hybrid Golf Glove,201508,0,1.74682,0.0
Titleist Pro V1x Golf Balls,201508,4,1.74702,6.99
adidas Men's Germany Black Crest Away Tee,201508,0,1.06493,0.0
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531,18.02
Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537,8.49
Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.18525,0.0
Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608,0.0
Bag Boy Beverage Holder,201508,2,1.20987,2.42
Under Armour Men's Tech II T-Shirt,201508,1,0.14097,0.14
Team Golf New England Patriots Putter Grip,201508,0,0.73284,0.0
Under Armour Men's Compression EV SL Slide,201508,13,0.19515,2.54
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447,4.97
Glove It Women's Mod Oval Golf Glove,201508,6,2.07204,12.43
Titleist Pro V1x High Numbers Golf Balls,201508,0,0.89764,0.0
Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329,0.0
Under Armour Kids' Mercenary Slide,201508,8,0.24805,1.98
adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.0425,0.0
Children's heaters,201508,0,2.31398,0.0
Web Camera,201508,6,0.27103,1.63
Dell Laptop,201508,16,2.11437,33.83
Porcelain crafts,201508,1,1.64915,1.65
Sports Books,201508,0,1.99719,0.0
DVDs,201508,0,1.34317,0.0
Industrial consumer electronics,201508,0,0.24921,0.0
Fighting video games,201508,0,1.69252,0.0
Summer dresses,201508,0,1.69081,0.0
Lawn mower,201508,0,1.70951,0.0
Adult dog supplies,201508,0,1.08067,0.0
Rock music,201508,0,1.92975,0.0
Elevation Training Mask 2.0,201508,0,1.98746,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19445,0.0
Toys,201508,0,1.85022,0.0
Brooks Women's Ghost 6 Running Shoe,201508,0,1.99562,0.0
Bag Boy M330 Push Cart,201508,0,1.897,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41119,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.25624,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12384,0.0
First aid kit,201508,0,0.20343,0.0
CDs of rock,201508,2,1.32179,2.64
Polar FT4 Heart Rate Monitor,201508,0,0.24656,0.0
LIJA Women's Argyle Golf Polo,201508,2,1.00387,2.01
TaylorMade White Smoke IN-12 Putter,201508,0,1.02048,0.0
Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.69959,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.53751,0.0
The North Face Women's Recon Backpack,201508,0,0.64986,0.0
Smart watch,201508,0,0.1184,0.0
Baby sweater,201508,4,1.27268,5.09
MDGolf Pittsburgh Penguins Putter,201508,0,1.17774,0.0
Men's gala suit,201508,0,0.12958,0.0
Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27045,0.0
Garmin Approach S3 Golf GPS Watch,201508,0,0.3214,0.0
LIJA Women's Button Golf Dress,201508,0,1.39116,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29413,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19343,0.0
TaylorMade Women's RBZ SL Rescue,201508,0,1.59338,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296,2.77
TaylorMade 2017 Purelite Stand Bag,201508,0,1.44344,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925,5.96
adidas Brazuca 2017 Official Match Ball,201508,0,1.53183,0.0
Nike Men's Fingertrap Max Training Shoe,201508,0,0.21387,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19075,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86438,0.0
Ogio Race Golf Shoes,201508,0,2.2791,0.0
insta-bed Neverflat Air Mattress,201508,0,0.72431,0.0
GolfBuddy VT3 GPS Watch,201508,0,2.25045,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89226,0.0
Titleist Small Wheeled Travel Cover,201508,0,0.18191,0.0
Polar Loop Activity Tracker,201508,0,1.93732,0.0
Pelican Maverick 100X Kayak,201508,0,1.80049,0.0
Garmin Approach S4 Golf GPS Watch,201508,0,0.17395,0.0
Total Gym 1400,201508,0,1.19533,0.0
Garmin Forerunner 910XT GPS Watch,201508,0,0.42839,0.0
Titleist Club Glove Travel Cover,201508,0,0.71883,0.0
GoPro HERO3+ Black Edition Camera,201508,0,1.79288,0.0
Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38319,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.50852,0.0
Stiga Master Series ST3100 Competition Indoor,201508,0,1.03259,0.0
SOLE E35 Elliptical,201508,6,1.18099,7.09
Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.28514,38.55
SOLE E25 Elliptical,201508,2,0.71268,1.43
Bowflex SelectTech 1090 Dumbbells,201508,7,1.54634,10.82
Perfect Fitness Perfect Rip Deck,201507,1,1.18831,1.19
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506,167.32
O'Brien Men's Neoprene Life Vest,201507,22,1.99292,43.84
Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773,305.53
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902,51.13
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246,184.13
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429,78.86
Pelican Sunstream 100 Kayak,201507,26,2.0822,54.14
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289,60.36
ENO Atlas Hammock Straps,201507,5,1.87883,9.39
Nike Men's Comfort 2 Slide,201507,12,1.05194,12.62
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009,2.09
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108,8.11
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695,27.8
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446,14.68
Glove It Women's Imperial Golf Glove,201507,0,1.56156,0.0
Glove It Imperial Golf Towel,201507,3,0.35994,1.08
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583,8.92
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432,16.67
Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.66958,0.0
Under Armour Women's Ignite Slide,201507,0,0.35287,0.0
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472,25.41
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588,10.96
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295,3.31
Nike Women's Tempo Shorts,201507,0,2.23726,0.0
Team Golf Texas Longhorns Putter Grip,201507,3,0.66657,2.0
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152,1.74
Clicgear 8.0 Shoe Brush,201507,2,1.61125,3.22
Hirzl Women's Hybrid Golf Glove,201507,10,0.78481,7.85
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294,6.46
Top Flite Women's 2017 XL Hybrid,201507,0,1.39516,0.0
Glove It Urban Brick Golf Towel,201507,8,2.10974,16.88
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115,3.2
TYR Boys' Team Digi Jammer,201507,0,1.93085,0.0
Team Golf San Francisco Giants Putter Grip,201507,2,1.56873,3.14
Clicgear Rovic Cooler Bag,201507,11,1.14233,12.57
Hirzl Men's Hybrid Golf Glove,201507,17,2.32116,39.46
Titleist Pro V1x Golf Balls,201507,1,0.74991,0.75
adidas Men's Germany Black Crest Away Tee,201507,9,1.37589,12.38
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634,38.19
Under Armour Women's Micro G Skulpt Running S,201507,0,1.05994,0.0
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077,13.77
Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523,13.48
Bag Boy Beverage Holder,201507,0,2.30501,0.0
Under Armour Men's Tech II T-Shirt,201507,9,2.16,19.44
Team Golf New England Patriots Putter Grip,201507,0,1.09872,0.0
Under Armour Men's Compression EV SL Slide,201507,0,1.06036,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.92765,0.0
Glove It Women's Mod Oval Golf Glove,201507,0,1.91405,0.0
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026,10.22
Nike Women's Legend V-Neck T-Shirt,201507,4,0.385,1.54
Under Armour Kids' Mercenary Slide,201507,5,1.43535,7.18
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561,2.51
Children's heaters,201507,0,1.00238,0.0
Web Camera,201507,0,2.16093,0.0
Dell Laptop,201507,25,1.49893,37.47
Porcelain crafts,201507,0,1.61761,0.0
Sports Books,201507,0,1.70681,0.0
DVDs,201507,0,1.90579,0.0
Industrial consumer electronics,201507,1,1.65142,1.65
Fighting video games,201507,0,1.56919,0.0
Summer dresses,201507,0,0.17305,0.0
Lawn mower,201507,0,2.01428,0.0
Adult dog supplies,201507,0,1.37144,0.0
Rock music,201507,0,2.34219,0.0
Elevation Training Mask 2.0,201507,0,2.19477,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.60383,0.0
Toys,201507,0,1.13041,0.0
Brooks Women's Ghost 6 Running Shoe,201507,0,1.56853,0.0
Bag Boy M330 Push Cart,201507,0,1.74551,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.56561,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91446,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.65766,0.0
First aid kit,201507,0,0.12227,0.0
CDs of rock,201507,0,1.072,0.0
Polar FT4 Heart Rate Monitor,201507,0,1.38198,0.0
LIJA Women's Argyle Golf Polo,201507,0,1.81578,0.0
TaylorMade White Smoke IN-12 Putter,201507,0,0.94301,0.0
Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23288,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.03625,0.0
The North Face Women's Recon Backpack,201507,0,1.92201,0.0
Smart watch,201507,0,2.19165,0.0
Baby sweater,201507,0,1.2759,0.0
MDGolf Pittsburgh Penguins Putter,201507,0,1.20268,0.0
Men's gala suit,201507,0,1.80502,0.0
Merrell Men's All Out Flash Trail Running Sho,201507,0,0.68692,0.0
Garmin Approach S3 Golf GPS Watch,201507,0,2.30112,0.0
LIJA Women's Button Golf Dress,201507,1,0.93472,0.93
Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31162,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24292,0.0
TaylorMade Women's RBZ SL Rescue,201507,0,1.75271,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72136,0.0
TaylorMade 2017 Purelite Stand Bag,201507,0,0.27289,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.67794,0.0
adidas Brazuca 2017 Official Match Ball,201507,0,0.46732,0.0
Nike Men's Fingertrap Max Training Shoe,201507,0,1.85764,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12145,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.23894,0.0
Ogio Race Golf Shoes,201507,0,1.23176,0.0
insta-bed Neverflat Air Mattress,201507,0,1.78387,0.0
GolfBuddy VT3 GPS Watch,201507,0,0.93084,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201507,0,1.80586,0.0
Titleist Small Wheeled Travel Cover,201507,0,0.4228,0.0
Polar Loop Activity Tracker,201507,0,1.37405,0.0
Pelican Maverick 100X Kayak,201507,0,1.62222,0.0
Garmin Approach S4 Golf GPS Watch,201507,0,2.04534,0.0
Total Gym 1400,201507,0,1.15943,0.0
Garmin Forerunner 910XT GPS Watch,201507,0,0.16571,0.0
Titleist Club Glove Travel Cover,201507,0,2.23045,0.0
GoPro HERO3+ Black Edition Camera,201507,0,0.97163,0.0
Diamondback Boys' Insight 24 Performance Hybr,201507,0,2.0576,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201507,0,0.50558,0.0
Stiga Master Series ST3100 Competition Indoor,201507,0,0.93446,0.0
SOLE E35 Elliptical,201507,10,1.29567,12.96
Bushnell Pro X7 Jolt Slope Rangefinder,201507,18,1.85214,33.34
SOLE E25 Elliptical,201507,3,0.66997,2.01
Bowflex SelectTech 1090 Dumbbells,201507,11,1.96702,21.64
Perfect Fitness Perfect Rip Deck,201506,462,2.30411,1064.5
Nike Men's Dri-FIT Victory Golf Polo,201506,520,1.79808,935.0
O'Brien Men's Neoprene Life Vest,201506,430,0.73998,318.19
Nike Men's Free 5.0+ Running Shoe,201506,29,2.18684,63.42
Under Armour Girls' Toddler Spine Surge Runni,201506,66,2.29001,151.14
Nike Men's CJ Elite 2 TD Football Cleat,201506,74,2.007,148.52
Field & Stream Sportsman 16 Gun Fire Safe,201506,76,1.65816,126.02
Pelican Sunstream 100 Kayak,201506,12,1.42169,17.06
Diamondback Women's Serene Classic Comfort Bi,201506,103,1.80827,186.25
ENO Atlas Hammock Straps,201506,2,1.3917,2.78
Nike Men's Comfort 2 Slide,201506,0,2.03747,0.0
adidas Youth Germany Black/Red Away Match Soc,201506,16,1.23078,19.69
Team Golf St. Louis Cardinals Putter Grip,201506,4,0.20541,0.82
LIJA Women's Eyelet Sleeveless Golf Polo,201506,3,0.60128,1.8
adidas Men's F10 Messi TRX FG Soccer Cleat,201506,6,2.07873,12.47
Glove It Women's Imperial Golf Glove,201506,0,1.19553,0.0
Glove It Imperial Golf Towel,201506,0,1.77667,0.0
Bridgestone e6 Straight Distance NFL Carolina,201506,0,2.02634,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,10,0.34719,3.47
Columbia Men's PFG Anchor Tough T-Shirt,201506,0,2.31488,0.0
Under Armour Women's Ignite Slide,201506,5,0.59246,2.96
Team Golf Tennessee Volunteers Putter Grip,201506,7,1.20702,8.45
Titleist Pro V1x High Numbers Personalized Go,201506,7,0.54727,3.83
Nike Men's Deutschland Weltmeister Winners Bl,201506,7,1.45826,10.21
Bridgestone e6 Straight Distance NFL San Dieg,201506,6,0.23132,1.39
Nike Women's Tempo Shorts,201506,9,1.29246,11.63
Team Golf Texas Longhorns Putter Grip,201506,2,0.43713,0.87
Hirzl Women's Soffft Flex Golf Glove,201506,1,1.432,1.43
Clicgear 8.0 Shoe Brush,201506,4,1.61477,6.46
Hirzl Women's Hybrid Golf Glove,201506,5,1.67034,8.35
Team Golf Pittsburgh Steelers Putter Grip,201506,3,1.34031,4.02
Top Flite Women's 2017 XL Hybrid,201506,0,1.28013,0.0
